system,session,normalized_equity
ARMA,2024-06-26,1.1839203298539431
ARMA,2024-06-27,1.198121943659091
ARMA,2024-06-28,1.1878871206894221
ARMA,2024-07-01,1.2134697650643391
ARMA,2024-07-02,1.2323298080735963
ARMA,2024-07-03,1.2289778861520897
ARMA,2024-07-05,1.2373274215037526
EW_BH,2024-01-05,1.0
EW_BH,2024-01-08,1.0107021748783993
EW_BH,2024-01-09,1.012452710512995
EW_BH,2024-01-10,1.0204254192589544
EW_BH,2024-01-11,1.0212248622790179
EW_BH,2024-01-12,1.0181377658765958
EW_BH,2024-01-16,1.008584743352568
EW_BH,2024-01-17,1.0018146242887342
EW_BH,2024-01-18,1.0173967081483049
EW_BH,2024-01-19,1.0325250532496912
EW_BH,2024-01-22,1.0351281114679327
EW_BH,2024-01-23,1.0381330682384422
EW_BH,2024-01-24,1.041741503964796
EW_BH,2024-01-25,1.0478584337989705
EW_BH,2024-01-26,1.0464894001511584
EW_BH,2024-01-29,1.0509550069932978
EW_BH,2024-01-30,1.0459310261989863
EW_BH,2024-01-31,1.0269534564503406
EW_BH,2024-02-01,1.039491494698822
EW_BH,2024-02-02,1.0680148682086186
EW_BH,2024-02-05,1.0675122748734116
EW_BH,2024-02-06,1.0690039812477012
EW_BH,2024-02-07,1.0729756171438378
EW_BH,2024-02-08,1.0681968815025342
EW_BH,2024-02-09,1.0804731098437406
EW_BH,2024-02-12,1.0740858526896473
EW_BH,2024-02-13,1.058868863251902
EW_BH,2024-02-14,1.0659778799957091
EW_BH,2024-02-15,1.0702033195872511
EW_BH,2024-02-16,1.0650845178663442
EW_BH,2024-02-20,1.0595535776000482
EW_BH,2024-02-21,1.0666350307694443
EW_BH,2024-02-22,1.0881779913806515
EW_BH,2024-02-23,1.087506172230569
EW_BH,2024-02-26,1.083209423771514
EW_BH,2024-02-27,1.0833714329062643
EW_BH,2024-02-28,1.0820966242336973
EW_BH,2024-02-29,1.0922930581040888
EW_BH,2024-03-01,1.0921223411034922
EW_BH,2024-03-04,1.0850215942882315
EW_BH,2024-03-05,1.071682453700938
EW_BH,2024-03-06,1.0703664968581126
EW_BH,2024-03-07,1.0744450639090084
EW_BH,2024-03-08,1.0749504681172115
EW_BH,2024-03-11,1.0710870799078354
EW_BH,2024-03-12,1.0827491677659442
EW_BH,2024-03-13,1.0845450589068801
EW_BH,2024-03-14,1.0863335015504252
EW_BH,2024-03-15,1.0803228656319466
EW_BH,2024-03-18,1.08703921756561
EW_BH,2024-03-19,1.0967650018400104
EW_BH,2024-03-20,1.111524482632152
EW_BH,2024-03-21,1.1034592630819022
EW_BH,2024-03-22,1.1020339498708231
EW_BH,2024-03-25,1.097840624760625
EW_BH,2024-03-26,1.0943176558392087
EW_BH,2024-03-27,1.1117100459375895
EW_BH,2024-03-28,1.1111214714517814
EW_BH,2024-04-01,1.107175935285026
EW_BH,2024-04-02,1.1042094208945663
EW_BH,2024-04-03,1.1085098980984047
EW_BH,2024-04-04,1.098619220400108
EW_BH,2024-04-05,1.114999037038879
EW_BH,2024-04-08,1.115198723553741
EW_BH,2024-04-09,1.1159444391191702
EW_BH,2024-04-10,1.1098713086873186
EW_BH,2024-04-11,1.1301056113441954
EW_BH,2024-04-12,1.1017718540579202
EW_BH,2024-04-15,1.0892103854768387
EW_BH,2024-04-16,1.0784305386448219
EW_BH,2024-04-17,1.0698836005638959
EW_BH,2024-04-18,1.0657180839684568
EW_BH,2024-04-19,1.0603792332470297
EW_BH,2024-04-22,1.074803927672019
EW_BH,2024-04-23,1.0872693319316065
EW_BH,2024-04-24,1.086271524318253
EW_BH,2024-04-25,1.08179750416952
EW_BH,2024-04-26,1.0944533129465803
EW_BH,2024-04-29,1.104768511750267
EW_BH,2024-04-30,1.0824649968359557
EW_BH,2024-05-01,1.0898909440521325
EW_BH,2024-05-02,1.109305601762923
EW_BH,2024-05-03,1.129388443018219
EW_BH,2024-05-06,1.1348693796973603
EW_BH,2024-05-07,1.1357834039367087
EW_BH,2024-05-08,1.1422302313965345
EW_BH,2024-05-09,1.1525621453178703
EW_BH,2024-05-10,1.1481140671452934
EW_BH,2024-05-13,1.1518784721921194
EW_BH,2024-05-14,1.1604977894196027
EW_BH,2024-05-15,1.1633963165118864
EW_BH,2024-05-16,1.1589570569074263
EW_BH,2024-05-17,1.1659311672382537
EW_BH,2024-05-20,1.1476094889777329
EW_BH,2024-05-21,1.1567473104113077
EW_BH,2024-05-22,1.1517078553146736
EW_BH,2024-05-23,1.1369452450974555
EW_BH,2024-05-24,1.1492703886820692
EW_BH,2024-05-28,1.150123371957083
EW_BH,2024-05-29,1.1476861991144702
EW_BH,2024-05-30,1.1457495114318088
EW_BH,2024-05-31,1.147357704651366
EW_BH,2024-06-03,1.1533565936105967
EW_BH,2024-06-04,1.1510618383625386
EW_BH,2024-06-05,1.1545659529216592
EW_BH,2024-06-06,1.1597883258642563
EW_BH,2024-06-07,1.1684920322666306
EW_BH,2024-06-10,1.1672027135605036
EW_BH,2024-06-11,1.1830830285829326
EW_BH,2024-06-12,1.1876594131404452
EW_BH,2024-06-13,1.1869782614508229
EW_BH,2024-06-14,1.1836244274028458
EW_BH,2024-06-17,1.1944993579430745
EW_BH,2024-06-18,1.1912206011023463
EW_BH,2024-06-20,1.1934888899316978
EW_BH,2024-06-21,1.191658590447944
EW_BH,2024-06-24,1.18987639847105
EW_BH,2024-06-25,1.191756507360558
EW_BH,2024-06-26,1.2146597639765304
EW_BH,2024-06-27,1.229204505433439
EW_BH,2024-06-28,1.2183831673457386
EW_BH,2024-07-01,1.2447326128374263
EW_BH,2024-07-02,1.264067079824034
EW_BH,2024-07-03,1.2606678126546036
EW_BH,2024-07-05,1.2695731389318463
SPY,2024-01-05,1.0
SPY,2024-01-08,1.0121592750155104
SPY,2024-01-09,1.0106237590373486
SPY,2024-01-10,1.0163392656395698
SPY,2024-01-11,1.015891425686625
SPY,2024-01-12,1.0165951740927102
SPY,2024-01-16,1.0128630234215956
SPY,2024-01-17,1.0072328412480172
SPY,2024-01-18,1.0161899638310596
SPY,2024-01-19,1.0288579548692298
SPY,2024-01-22,1.0310333071329298
SPY,2024-01-23,1.0340402970898634
SPY,2024-01-24,1.0351706678524293
SPY,2024-01-25,1.0408008500260078
SPY,2024-01-26,1.0394786128096918
SPY,2024-01-29,1.047710639511342
SPY,2024-01-30,1.0469002842473611
SPY,2024-01-31,1.0298176767745097
SPY,2024-02-01,1.0432960879094495
SPY,2024-02-02,1.0542792611609473
SPY,2024-02-05,1.0504404385858825
SPY,2024-02-06,1.0534901883262193
SPY,2024-02-07,1.0622767268847646
SPY,2024-02-08,1.062745914099751
SPY,2024-02-09,1.0688879782256644
SPY,2024-02-12,1.0684187910106782
SPY,2024-02-13,1.0537034020420109
SPY,2024-02-14,1.0632790784813386
SPY,2024-02-15,1.0706154257036307
SPY,2024-02-16,1.0652837818877527
SPY,2024-02-20,1.0594189736902868
SPY,2024-02-21,1.0603786305495122
SPY,2024-02-22,1.0823236946232555
SPY,2024-02-23,1.0830701377666891
SPY,2024-02-26,1.0791033608584213
SPY,2024-02-27,1.0811080642648352
SPY,2024-02-28,1.0796792201906236
SPY,2024-02-29,1.0835606074109283
SPY,2024-03-01,1.0937333603523909
SPY,2024-03-04,1.0925604247313196
SPY,2024-03-05,1.0816412286464232
SPY,2024-03-06,1.0871221740575456
SPY,2024-03-07,1.0979134160225048
SPY,2024-03-08,1.0913235119436466
SPY,2024-03-11,1.090385137513674
SPY,2024-03-12,1.1021148189546603
SPY,2024-03-13,1.1003872413845848
SPY,2024-03-14,1.0982120192129938
SPY,2024-03-15,1.090694346836573
SPY,2024-03-18,1.0971562965822286
SPY,2024-03-19,1.103234448587595
SPY,2024-03-20,1.113407136483003
SPY,2024-03-21,1.1170753750335707
SPY,2024-03-22,1.1149640649825268
SPY,2024-03-25,1.111893032812937
SPY,2024-03-26,1.1098456348824401
SPY,2024-03-27,1.119143990347266
SPY,2024-03-28,1.1189307766314744
SPY,2024-04-01,1.1169899853456073
SPY,2024-04-02,1.109909677095096
SPY,2024-04-03,1.1111251771481416
SPY,2024-04-04,1.097604201367962
SPY,2024-04-05,1.1090352145724047
SPY,2024-04-08,1.1096536383365811
SPY,2024-04-09,1.1109333109076573
SPY,2024-04-10,1.099843465752209
SPY,2024-04-11,1.1081181874044737
SPY,2024-04-12,1.092869699100273
SPY,2024-04-15,1.0792207039408361
SPY,2024-04-16,1.0772586304389822
SPY,2024-04-17,1.0709032875512225
SPY,2024-04-18,1.06870665285827
SPY,2024-04-19,1.0594082973934442
SPY,2024-04-22,1.069133210381962
SPY,2024-04-23,1.081779853944825
SPY,2024-04-24,1.0812680370385443
SPY,2024-04-25,1.0771733057970734
SPY,2024-04-26,1.0873461239978564
SPY,2024-04-29,1.0911848815268668
SPY,2024-04-30,1.0739530372915596
SPY,2024-05-01,1.0704767950735852
SPY,2024-05-02,1.080457616728509
SPY,2024-05-03,1.0938080735302458
SPY,2024-05-06,1.1050685027101914
SPY,2024-05-07,1.1062841330686115
SPY,2024-05-08,1.1063907399265072
SPY,2024-05-09,1.1127460177682122
SPY,2024-05-10,1.1141749921477986
SPY,2024-05-13,1.1143241634376684
SPY,2024-05-14,1.1194212462757136
SPY,2024-05-15,1.1332409555517569
SPY,2024-05-16,1.1309163014795465
SPY,2024-05-17,1.132537142099617
SPY,2024-05-20,1.1338380320538914
SPY,2024-05-21,1.1366104608197265
SPY,2024-05-22,1.1333475624096525
SPY,2024-05-23,1.1250941882326952
SPY,2024-05-24,1.13251579462431
SPY,2024-05-28,1.1333048676723037
SPY,2024-05-29,1.125392661331075
SPY,2024-05-30,1.1179497074641531
SPY,2024-05-31,1.128101177976363
SPY,2024-06-03,1.1290182051442943
SPY,2024-06-04,1.1302765302400628
SPY,2024-06-05,1.1436695519003053
SPY,2024-06-06,1.143648204424998
SPY,2024-06-07,1.142262055301401
SPY,2024-06-10,1.1457808619513492
SPY,2024-06-11,1.1485320735472515
SPY,2024-06-12,1.1579370360832388
SPY,2024-06-13,1.1602616899421834
SPY,2024-06-14,1.160965503394323
SPY,2024-06-17,1.1701784693844512
SPY,2024-06-18,1.1731428944828792
SPY,2024-06-20,1.1699652556686597
SPY,2024-06-21,1.1684063039169406
SPY,2024-06-24,1.1646314582952113
SPY,2024-06-25,1.1690887698937729
SPY,2024-06-26,1.170538961443292
SPY,2024-06-27,1.1723730155658882
SPY,2024-06-28,1.1677877498473894
SPY,2024-07-01,1.170176446132256
SPY,2024-07-02,1.1780032627855213
SPY,2024-07-03,1.1832282997435035
SPY,2024-07-05,1.190010134895635
