cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,turnover,total_commission_cost,total_slippage_cost,total_transaction_cost,commission_cost_rate,slippage_cost_rate,transaction_cost_rate,trade_count,average_exposure,time_in_market,decision_count,decision_failure_count,decision_failure_rate,cumulative_dividends,buy_decision_count,hold_decision_count,sell_decision_count,noop_rebalance_count,filled_order_count,rejected_order_count,risk_free_rate,annualization_factor,same_stock_buy_and_hold_cumulative_return,spy_cumulative_return,excess_return_vs_same_stock_buy_and_hold,excess_return_vs_spy
0.13499257510856055,0.2934808678141554,0.08090008797385762,3.222518237398254,6.214018484212176,0.02130006204722279,13.778404361616445,1.9501251213007056,106.42420957417373,106.42747327331615,212.85168284748988,0.0010642420957417372,0.0010642747327331615,0.002128516828474899,2,0.303906927760459,0.304,26,0,0.0,657.3125470952682,2,22,2,24,2,0,0.0,252,0.2026686045183097,0.1900101348956349,-0.06767602940974915,-0.055017559787074344
