cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,turnover,total_commission_cost,total_slippage_cost,total_transaction_cost,commission_cost_rate,slippage_cost_rate,transaction_cost_rate,trade_count,average_exposure,time_in_market,decision_count,decision_failure_count,decision_failure_rate,cumulative_dividends,buy_decision_count,hold_decision_count,sell_decision_count,noop_rebalance_count,filled_order_count,rejected_order_count,risk_free_rate,annualization_factor,model_failure_count,model_failure_rate,same_stock_buy_and_hold_cumulative_return,excess_return_vs_same_stock_buy_and_hold,spy_cumulative_return,excess_return_vs_spy
0.3231125886077131,0.7665099195063014,0.24417830418051903,2.452591178064227,4.409817268208221,0.08135416370167714,9.42188923872497,2.8185408534469354,165.73075268013253,165.7058355392384,331.43658821937095,0.0016573075268013252,0.001657058355392384,0.0033143658821937097,3,0.952,0.952,26,0,0.0,0.0,2,23,1,23,3,0,0.0,252,0,0.0,0.3615929018079702,-0.03848031320025713,0.1900101348956349,0.13310245371207818
