account_symbol,timestamp,session,symbol,cash,quantity,close_price,market_value,equity,current_weight,average_entry_price,unrealized_pnl,realized_pnl,cumulative_cost,current_drawdown,peak_equity,cumulative_dividends,cumulative_commission_cost,cumulative_slippage_cost,cumulative_transaction_cost
AAPL,2024-01-05T21:00:00+00:00,2024-01-05,AAPL,100000.0,0.0,181.1799927,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0
AAPL,2024-01-08T21:00:00+00:00,2024-01-08,AAPL,0.0,548.6302212090893,185.5599976,101803.82253084608,101803.82253084608,1.0,182.18104129814998,1803.8225308460721,0.0,99.92504996875907,0.0,101803.82253084608,0.0,49.97501249375313,49.95003747500594,99.92504996875907
AAPL,2024-01-09T21:00:00+00:00,2024-01-09,AAPL,0.0,548.6302212090893,185.1399994,101573.39882547266,101573.39882547266,1.0,182.18104129814998,1573.3988254726478,0.0,99.92504996875907,-0.0022634091691754454,101803.82253084608,0.0,49.97501249375313,49.95003747500594,99.92504996875907
AAPL,2024-01-10T21:00:00+00:00,2024-01-10,AAPL,0.0,548.6302212090893,186.1900024,102149.46220363287,102149.46220363287,1.0,182.18104129814998,2149.4622036328574,0.0,99.92504996875907,0.0,102149.46220363287,0.0,49.97501249375313,49.95003747500594,99.92504996875907
AAPL,2024-01-11T21:00:00+00:00,2024-01-11,AAPL,0.0,548.6302212090893,185.5899963,101820.28072426307,101820.28072426307,1.0,182.18104129814998,1820.2807242630536,0.0,99.92504996875907,-0.0032225473562805806,102149.46220363287,0.0,49.97501249375313,49.95003747500594,99.92504996875907
AAPL,2024-01-12T21:00:00+00:00,2024-01-12,AAPL,0.0,548.6302212090893,185.9199982,102001.32973965949,102001.32973965949,1.0,182.18104129814998,2001.3297396594808,0.0,99.92504996875907,-0.0014501541249241079,102149.46220363287,0.0,49.97501249375313,49.95003747500594,99.92504996875907
AAPL,2024-01-16T21:00:00+00:00,2024-01-16,AAPL,0.0,548.6302212090893,183.6300049,100744.97020891315,100744.97020891315,1.0,182.18104129814998,744.970208913137,0.0,99.92504996875907,-0.013749382174131242,102149.46220363287,0.0,49.97501249375313,49.95003747500594,99.92504996875907
AAPL,2024-01-17T21:00:00+00:00,2024-01-17,AAPL,0.0,548.6302212090893,182.6799927,100223.76480547583,100223.76480547583,1.0,182.18104129814998,223.76480547581724,0.0,99.92504996875907,-0.018851762472505196,102149.46220363287,0.0,49.97501249375313,49.95003747500594,99.92504996875907
AAPL,2024-01-18T21:00:00+00:00,2024-01-18,AAPL,0.0,548.6302212090893,188.6300049,103488.1213149586,103488.1213149586,1.0,182.18104129814998,3488.1213149585838,0.0,99.92504996875907,0.0,103488.1213149586,0.0,49.97501249375313,49.95003747500594,99.92504996875907
AAPL,2024-01-19T21:00:00+00:00,2024-01-19,AAPL,0.0,548.6302212090893,191.5599976,105095.60385810061,105095.60385810061,1.0,182.18104129814998,5095.603858100609,0.0,99.92504996875907,0.0,105095.60385810061,0.0,49.97501249375313,49.95003747500594,99.92504996875907
