account_symbol,order_id,symbol,created_at,intended_execution_session,target_weight,current_weight,side,status,reason
AAPL,e66d76f669f82b88bfe350400f423026,AAPL,2024-01-05T21:00:00+00:00,2024-01-08,1.0,0.0,BUY,filled,target weight changed
AAPL,1767626ac3fb3b37e3e72f9a0d5e2932,AAPL,2024-04-19T20:00:00+00:00,2024-04-22,0.0,0.9985475671750181,SELL,filled,target weight changed
AAPL,bff8d955c613420f363f92ca4b264510,AAPL,2024-04-26T20:00:00+00:00,2024-04-29,1.0,0.0,BUY,filled,target weight changed
AMZN,86b4989c8a6ad1fa3b64bcd8cccd9a75,AMZN,2024-01-05T21:00:00+00:00,2024-01-08,1.0,0.0,BUY,filled,target weight changed
AMZN,8600e979db0fbcc677333fe2acf0afda,AMZN,2024-02-02T21:00:00+00:00,2024-02-05,0.0,1.0,SELL,filled,target weight changed
AMZN,2a930ae46d49348e6a36eb127c614c66,AMZN,2024-02-09T21:00:00+00:00,2024-02-12,1.0,0.0,BUY,filled,target weight changed
JPM,8765cb0552542de10b62a48cc5543739,JPM,2024-01-05T21:00:00+00:00,2024-01-08,1.0,0.0,BUY,filled,target weight changed
