session,normalized_equity
2024-01-05,1.0
2024-01-08,1.0
2024-01-09,1.0
2024-01-10,1.0
2024-01-11,1.0
2024-01-12,1.0
2024-01-16,1.0
2024-01-17,1.0
2024-01-18,1.0
2024-01-19,1.0
2024-01-22,0.9989831659770365
2024-01-23,0.9967952120086396
2024-01-24,0.9997450449664201
2024-01-25,1.0045116845115196
2024-01-26,1.0032223418208452
2024-01-29,1.0041014282589211
2024-01-30,1.011016972679186
2024-01-31,1.0072857061985847
2024-02-01,1.0060549671345793
2024-02-02,1.0080085060102377
2024-02-05,1.0075592004690537
2024-02-06,1.0087313357110357
2024-02-07,1.009375977362582
2024-02-08,1.0081452681877217
2024-02-09,1.0085554945511754
2024-02-12,1.0100792525299422
2024-02-13,1.0070903403944318
2024-02-14,1.0105481126045641
2024-02-15,1.0180496946589985
2024-02-16,1.0164087292315394
2024-02-20,1.0159550028166773
2024-02-21,1.0212366985368637
2024-02-22,1.0373609860419928
2024-02-23,1.0399717479919277
2024-02-26,1.0382251099382869
2024-02-27,1.0360397754528663
2024-02-28,1.0371026250742634
2024-02-29,1.047527485415728
2024-03-01,1.0489201274351485
2024-03-04,1.0503656891492785
2024-03-05,1.0471536476177852
2024-03-06,1.0478577733466974
2024-03-07,1.0511824604197257
2024-03-08,1.048949504980776
2024-03-11,1.0423599628543625
2024-03-12,1.0521935811770204
2024-03-13,1.0575235022267473
2024-03-14,1.0552072252847369
2024-03-15,1.0511675924298416
2024-03-18,1.0558969895138948
2024-03-19,1.0609219605313485
2024-03-20,1.070348308096471
2024-03-21,1.0756814610221552
2024-03-22,1.0723434131717624
2024-03-25,1.0704937778055073
2024-03-26,1.0694738139230795
2024-03-27,1.0799134931896528
2024-03-28,1.0825285409720593
2024-04-01,1.0803265809114382
2024-04-02,1.0801702942850155
2024-04-03,1.0790763173984939
2024-04-04,1.0761459911124487
2024-04-05,1.0796623669492504
2024-04-08,1.0780410138749232
2024-04-09,1.0763622129907773
2024-04-10,1.073616606256438
2024-04-11,1.0794763638959513
2024-04-12,1.0491905147219125
2024-04-15,1.047362935975573
2024-04-16,1.046788323480503
2024-04-17,1.0428807833267095
2024-04-18,1.0389349549937792
2024-04-19,1.030143033367955
2024-04-22,1.0351231932302765
2024-04-23,1.0395478847828692
2024-04-24,1.0338973045372128
2024-04-25,1.0283041857709176
2024-04-26,1.0397011244609764
2024-04-29,1.0422678535376197
2024-04-30,1.0308517415473364
2024-05-01,1.038513553061933
2024-05-02,1.0494699458263497
2024-05-03,1.0523239811505276
2024-05-06,1.0570934400469258
2024-05-07,1.057208362622558
2024-05-08,1.0557526289697752
2024-05-09,1.058625808287749
2024-05-10,1.0547565852364302
2024-05-13,1.0530135453361131
2024-05-14,1.0539712717754375
2024-05-15,1.0519025792186814
2024-05-16,1.0473821092757978
2024-05-17,1.0494316285323293
2024-05-20,1.0472096962974657
2024-05-21,1.0464626708240645
2024-05-22,1.046424382836473
2024-05-23,1.0424402374010677
2024-05-24,1.041865595599569
2024-05-28,1.041571156369803
2024-05-29,1.0418437903874957
2024-05-30,1.0384108873106266
2024-05-31,1.0345636466756112
2024-06-03,1.0412980822036477
2024-06-04,1.0437699682393584
2024-06-05,1.0501289296882865
2024-06-06,1.0548374663494098
2024-06-07,1.0576872033232618
2024-06-10,1.0564185066682417
2024-06-11,1.0811396876378978
2024-06-12,1.0907822426252591
2024-06-13,1.0869553706042907
2024-06-14,1.083586822843312
2024-06-17,1.0916212219245096
2024-06-18,1.0850885201070923
2024-06-20,1.0833744430104435
2024-06-21,1.0852745040606055
2024-06-24,1.079681493451704
2024-06-25,1.0827734818075985
2024-06-26,1.1039670620858255
2024-06-27,1.1135665952898102
2024-06-28,1.0987044086938533
2024-07-01,1.1169293796549375
2024-07-02,1.128413286230879
2024-07-03,1.126022717474462
2024-07-05,1.1389678729915556
