order_id,symbol,created_at,intended_execution_session,target_weight,current_weight,side,status,reason
8765cb0552542de10b62a48cc5543739,JPM,2024-01-05T21:00:00+00:00,2024-01-08,1.0,0.0,BUY,filled,target weight changed
