cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,turnover,total_commission_cost,total_slippage_cost,total_transaction_cost,commission_cost_rate,slippage_cost_rate,transaction_cost_rate,trade_count,average_exposure,time_in_market,decision_count,decision_failure_count,decision_failure_rate,cumulative_dividends,buy_decision_count,hold_decision_count,sell_decision_count,noop_rebalance_count,filled_order_count,rejected_order_count,risk_free_rate,annualization_factor,model_failure_count,model_failure_rate,same_stock_buy_and_hold_cumulative_return,excess_return_vs_same_stock_buy_and_hold,spy_cumulative_return,excess_return_vs_spy
0.2026686045183097,0.4550479380999133,0.18966207717853176,2.0741142794864187,2.8376572709257397,0.09520719423293911,4.77955412682962,0.9073002361186133,49.97501249375312,49.95003747501825,99.92504996877136,0.0004997501249375312,0.0004995003747501824,0.0009992504996877137,1,0.98896736746142,0.992,26,0,0.0,1335.7177458521421,1,25,0,25,1,0,0.0,252,0,0.0,0.2026686045183097,0.0,0.1900101348956349,0.012658469622674806
