cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,turnover,total_commission_cost,total_slippage_cost,total_transaction_cost,commission_cost_rate,slippage_cost_rate,transaction_cost_rate,trade_count,average_exposure,time_in_market,decision_count,decision_failure_count,decision_failure_rate,cumulative_dividends,buy_decision_count,hold_decision_count,sell_decision_count,noop_rebalance_count,filled_order_count,rejected_order_count,risk_free_rate,annualization_factor,model_failure_count,model_failure_rate,same_stock_buy_and_hold_cumulative_return,excess_return_vs_same_stock_buy_and_hold,spy_cumulative_return,excess_return_vs_spy
0.18620107138523534,0.4148448799872213,0.24152642304075989,1.5559903211652228,2.771925229088375,0.1723256025984471,2.4073316659387656,2.8183070229598766,140.7593278979477,140.73436535353568,281.49369325148336,0.001407593278979477,0.0014073436535353568,0.0028149369325148337,3,0.951083439509133,0.952,26,0,0.0,262.54652238215976,2,23,1,23,3,0,0.0,252,0,0.0,0.24445791046925902,-0.05825683908402368,0.1900101348956349,-0.0038090635103995574
