order_id,symbol,created_at,intended_execution_session,target_weight,current_weight,side,status,reason
2ac8fa80dc274d3b8c858161115bab04,AAPL,2024-04-12T20:00:00+00:00,2024-04-15,1.0,0.0,BUY,filled,target weight changed
