cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,turnover,total_commission_cost,total_slippage_cost,total_transaction_cost,commission_cost_rate,slippage_cost_rate,transaction_cost_rate,trade_count,average_exposure,time_in_market,decision_count,decision_failure_count,decision_failure_rate,cumulative_dividends,buy_decision_count,hold_decision_count,sell_decision_count,noop_rebalance_count,filled_order_count,rejected_order_count,risk_free_rate,annualization_factor,same_stock_buy_and_hold_cumulative_return,spy_cumulative_return,excess_return_vs_same_stock_buy_and_hold,excess_return_vs_spy
0.29085068064816744,0.6800749696851716,0.18977348698231122,2.82886433216841,6.528733368620798,0.060018686681325484,11.331053831552325,0.9587305999274173,49.97501249375313,49.95003747501398,99.9250499687671,0.0004997501249375312,0.0004995003747501398,0.000999250499687671,1,0.4556213627327146,0.456,26,0,0.0,142.42141110889008,2,21,3,25,1,0,0.0,252,0.24445791046925902,0.1900101348956349,0.046392770178908416,0.10084054575253254
