order_id,symbol,created_at,intended_execution_session,target_weight,current_weight,side,status,reason
33043294b9c0193b9c01306f24f63424,AMZN,2024-01-19T21:00:00+00:00,2024-01-22,1.0,0.0,BUY,filled,target weight changed
