cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,turnover,total_commission_cost,total_slippage_cost,total_transaction_cost,commission_cost_rate,slippage_cost_rate,transaction_cost_rate,trade_count,average_exposure,time_in_market,decision_count,decision_failure_count,decision_failure_rate,cumulative_dividends,buy_decision_count,hold_decision_count,sell_decision_count,noop_rebalance_count,filled_order_count,rejected_order_count,risk_free_rate,annualization_factor,same_stock_buy_and_hold_cumulative_return,spy_cumulative_return,excess_return_vs_same_stock_buy_and_hold,excess_return_vs_spy
0.18068942843397107,0.40151679560087405,0.14464126381267822,2.4051774116743196,6.2589628794104,0.04236854560512937,9.476766074128921,0.9834213908153207,49.97501249375313,49.95003747501436,99.9250499687675,0.0004997501249375312,0.0004995003747501436,0.000999250499687675,1,0.216,0.216,26,0,0.0,0.0,1,20,5,25,1,0,0.0,252,0.24445791046925902,0.1900101348956349,-0.06376848203528795,-0.00932070646166383
