session,normalized_equity
2024-01-05,1.0
2024-01-08,1.0
2024-01-09,1.0
2024-01-10,1.0
2024-01-11,1.0
2024-01-12,1.0
2024-01-16,1.0
2024-01-17,1.0
2024-01-18,1.0
2024-01-19,1.0
2024-01-22,0.9951884237367935
2024-01-23,0.9978203451012781
2024-01-24,0.9996244572170191
2024-01-25,1.0014922744945725
2024-01-26,1.0044000998009353
2024-01-29,1.0095565044051
2024-01-30,1.011603724767094
2024-01-31,0.9998454824463039
2024-02-01,1.0072872982624037
2024-02-02,1.035815668842636
2024-02-05,1.032187244886427
2024-02-06,1.0308851498837184
2024-02-07,1.0344522007293566
2024-02-08,1.0317696745087777
2024-02-09,1.041960423725878
2024-02-12,1.0389899418019526
2024-02-13,1.0281786459732938
2024-02-14,1.0365673445824217
2024-02-15,1.0414868586985622
2024-02-16,1.0392473061603518
2024-02-20,1.0354429668136997
2024-02-21,1.0409099581997463
2024-02-22,1.0578191875361989
2024-02-23,1.0604681023016447
2024-02-26,1.0586982093669821
2024-02-27,1.0563464143380228
2024-02-28,1.0573379145992379
2024-02-29,1.0682269374363107
2024-03-01,1.0698371250963532
2024-03-04,1.071166076992269
2024-03-05,1.0674375707203179
2024-03-06,1.0680375145664909
2024-03-07,1.0718536741098421
2024-03-08,1.0694102694396384
2024-03-11,1.0623502884608818
2024-03-12,1.072627173389096
2024-03-13,1.078087879653754
2024-03-14,1.0761434455125005
2024-03-15,1.071457692502255
2024-03-18,1.0761477453072037
2024-03-19,1.0813463682081863
2024-03-20,1.091032736744669
2024-03-21,1.0963107746825174
2024-03-22,1.0931216035243514
2024-03-25,1.0914245279291177
2024-03-26,1.090191110527946
2024-03-27,1.1007659586271081
2024-03-28,1.1034413553445583
2024-04-01,1.1020642694708898
2024-04-02,1.101315298333299
2024-04-03,1.1038833432534167
2024-04-04,1.0958680484724388
2024-04-05,1.11010921475708
2024-04-08,1.1123552536850774
2024-04-09,1.1108026892699427
2024-04-10,1.1081489744690247
2024-04-11,1.114651411413651
2024-04-12,1.0840161469909722
2024-04-15,1.0788819783884331
2024-04-16,1.074204557164777
2024-04-17,1.0684826085202108
2024-04-18,1.0663722637742554
2024-04-19,1.0654267101795964
2024-04-22,1.0779246063694883
2024-04-23,1.0881056320728035
2024-04-24,1.0836615942180037
2024-04-25,1.0780245340365726
2024-04-26,1.0908854710878542
2024-04-29,1.0933236396847805
2024-04-30,1.0776961325248602
2024-05-01,1.0864181563362638
2024-05-02,1.0981722395380082
2024-05-03,1.0991114173344185
2024-05-06,1.1072771434313076
2024-05-07,1.1069211512551018
2024-05-08,1.1128481109930297
2024-05-09,1.1196085823871542
2024-05-10,1.117776470546872
2024-05-13,1.1157676624212591
2024-05-14,1.1222036275769136
2024-05-15,1.1210713372321754
2024-05-16,1.1167582247486783
2024-05-17,1.1235146483314076
2024-05-20,1.1032463926761589
2024-05-21,1.1100360205403625
2024-05-22,1.1076542270309178
2024-05-23,1.1005520513309912
2024-05-24,1.1072427061147192
2024-05-28,1.1078748374077956
2024-05-29,1.1049115778418586
2024-05-30,1.1015395026780295
2024-05-31,1.1018067314381217
2024-06-03,1.1042734743139686
2024-06-04,1.1012532636253678
2024-06-05,1.1016975509177633
2024-06-06,1.1089166277521414
2024-06-07,1.1133082503358553
2024-06-10,1.1185090283155779
2024-06-11,1.1087197620384537
2024-06-12,1.102526732676221
2024-06-13,1.1001499092648295
2024-06-14,1.1000210795201395
2024-06-17,1.1031900839507252
2024-06-18,1.1044423249081081
2024-06-20,1.1146540850222786
2024-06-21,1.1163971186734836
2024-06-24,1.1139351749236621
2024-06-25,1.114003473568187
2024-06-26,1.1281967421528505
2024-06-27,1.14056022695158
2024-06-28,1.1367707230330375
2024-07-01,1.1513220141147735
2024-07-02,1.1637997757409277
2024-07-03,1.15841385618472
2024-07-05,1.1582123772168333
