system,cumulative_return,excess_vs_stock_bh,sharpe,maximum_drawdown,calmar,average_exposure,turnover,trade_count,total_cost
M0,0.0869424633511986,-0.11572614116711111,1.345213878828846,0.08167753143684298,2.2604192730257555,0.4636708407865987,1.9258634699737807,2,208.02639464224222
M1,0.13499257510856055,-0.06767602940974915,3.222518237398254,0.02130006204722279,13.778404361616445,0.303906927760459,1.9501251213007056,2,212.85168284748988
M2,-0.009566406000315442,-0.21223501051862514,-0.12800652279902766,0.06385531134262568,-0.30295715884207786,0.224,2.005727622283981,2,199.04274144092085
A1,0.20113244260616736,-0.001536161912142342,2.107596248933378,0.09520719423293911,4.739908890481472,0.87696736746142,0.9071860921963669,1,99.92504996876488
A2,0.0,-0.2026686045183097,,-0.0,,0.0,0.0,0,0.0
"ARMA(1,1)",0.2026686045183097,0.0,2.0741142794864187,0.09520719423293911,4.77955412682962,0.98896736746142,0.9073002361186133,1,99.92504996877136
JPM B&H,0.2026686045183097,0.0,2.0741142794864187,0.09520719423293911,4.77955412682962,0.98896736746142,0.9073002361186133,1,99.92504996877136
SPY,0.1900101348956349,-0.012658469622674806,3.409774618680459,0.05337623529148017,7.945357738206884,0.9898747732772204,0.9114331616244024,1,99.92504996876372
