system,cumulative_return,excess_vs_stock_bh,sharpe,maximum_drawdown,calmar,average_exposure,turnover,trade_count,total_cost
M0,0.14927172718949722,-0.212321174618473,1.562879549625202,0.08135416370167725,4.016594783723127,0.72,3.016712278703963,3,314.93888885534477
M1,0.06599881386039463,-0.2955940879475756,0.8719635316134495,0.07433993957831553,1.8657358448160453,0.456,1.0066792327779552,1,99.92504996876974
M2,0.06687926080758766,-0.29471364100038255,0.8999883940014229,0.11526831799184034,1.2198566828787514,0.608,2.987395269022867,3,298.86220481229077
A1,0.2735046890443322,-0.08808821276363799,2.1385516087498964,0.08135416370167725,7.799384068407084,0.92,0.8856237513199433,1,99.92504996876667
A2,0.3615929018079702,0.0,2.6664859598691377,0.08135416370167725,10.724544656628112,0.992,0.830046977574194,1,99.92504996875661
"ARMA(1,1)",0.3231125886077131,-0.03848031320025713,2.452591178064227,0.08135416370167714,9.42188923872497,0.952,2.8185408534469354,3,331.43658821937095
AMZN B&H,0.3615929018079702,0.0,2.6664859598691377,0.08135416370167725,10.724544656628112,0.992,0.830046977574194,1,99.92504996875661
SPY,0.1900101348956349,-0.17158276691233532,3.409774618680459,0.05337623529148017,7.945357738206884,0.9898747732772204,0.9114331616244024,1,99.92504996876372
