system,cumulative_return,excess_vs_ew_bh,sharpe,maximum_drawdown,calmar
M0,0.13896787299155555,-0.13060526594029076,2.788881209079895,0.05009046242092685,6.043155562219225
M1,0.16394735653904102,-0.10562578239280529,3.3343894210747673,0.04423596386399875,8.170376725672126
M2,0.019104284935757443,-0.25046885399608887,0.6707431849272597,0.044705233528472665,0.8770279434011516
A1,0.15821237721683334,-0.11136076171501297,2.836225965811707,0.0441615205704764,7.876241459956689
A2,0.12053096726932355,-0.14904217166252276,2.571745099212974,0.03185429613604163,8.168676993720208
"ARMA(1,1)",0.23732742150375263,-0.03224571742809368,3.1677379600247444,0.06154090410123514,8.79955187740207
Equal-weight B&H,0.2695731389318463,0.0,3.508875055440767,0.06169899290583136,10.118055485083158
SPY,0.1900101348956349,-0.07956300403621142,3.409774618680459,0.05337623529148017,7.945357738206884
