cumulative_return,annualized_return,annualized_volatility,sharpe_ratio,sortino_ratio,maximum_drawdown,calmar_ratio,turnover,total_commission_cost,total_slippage_cost,total_transaction_cost,commission_cost_rate,slippage_cost_rate,transaction_cost_rate,trade_count,average_exposure,time_in_market,decision_count,decision_failure_count,decision_failure_rate,cumulative_dividends,buy_decision_count,hold_decision_count,sell_decision_count,noop_rebalance_count,filled_order_count,rejected_order_count,risk_free_rate,annualization_factor,same_stock_buy_and_hold_cumulative_return,spy_cumulative_return,excess_return_vs_same_stock_buy_and_hold,excess_return_vs_spy
0.06599881386039463,0.13869868997272228,0.16429260644989097,0.8719635316134495,1.372773654157586,0.07433993957831553,1.8657358448160453,1.0066792327779552,49.97501249375312,49.95003747501663,99.92504996876974,0.0004997501249375312,0.0004995003747501663,0.0009992504996876974,1,0.456,0.456,26,0,0.0,0.0,4,22,0,25,1,0,0.0,252,0.3615929018079702,0.1900101348956349,-0.2955940879475756,-0.12401132103524026
