order_id,symbol,created_at,intended_execution_session,target_weight,current_weight,side,status,reason
2ff91e6890dc04ca78ec2baa83b6a084,AMZN,2024-04-12T20:00:00+00:00,2024-04-15,1.0,0.0,BUY,filled,target weight changed
