experiment_id,run_id,symbol,series,metric,value
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,cumulative_return,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,annualized_return,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,annualized_volatility,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,sharpe_ratio,
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,sortino_ratio,
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,maximum_drawdown,-0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,calmar_ratio,
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,turnover,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,total_commission_cost,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,total_slippage_cost,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,total_transaction_cost,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,commission_cost_rate,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,slippage_cost_rate,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,transaction_cost_rate,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,trade_count,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,average_exposure,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,time_in_market,0.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,decision_count,26.0
A1_no_online_adaptation_2024H1,20260817T221009081674Z_11ae1ce4,AAPL,strategy,decision_failure_count,0.0
