session,symbol,series,drawdown
2024-07-03,AMZN,same_stock_buy_and_hold,-0.012050018499999982
2024-07-05,AMZN,same_stock_buy_and_hold,0.0
2024-01-05,JPM,strategy,0.0
2024-01-08,JPM,strategy,0.0
2024-01-09,JPM,strategy,0.0
2024-01-10,JPM,strategy,0.0
2024-01-11,JPM,strategy,0.0
2024-01-12,JPM,strategy,0.0
2024-01-16,JPM,strategy,0.0
2024-01-17,JPM,strategy,0.0
2024-01-18,JPM,strategy,0.0
2024-01-19,JPM,strategy,0.0
2024-01-22,JPM,strategy,0.0
2024-01-23,JPM,strategy,0.0
2024-01-24,JPM,strategy,0.0
2024-01-25,JPM,strategy,0.0
2024-01-26,JPM,strategy,0.0
2024-01-29,JPM,strategy,0.0
2024-01-30,JPM,strategy,0.0
2024-01-31,JPM,strategy,-0.010835670581531787
2024-02-01,JPM,strategy,-0.014409760810336625
2024-02-02,JPM,strategy,-0.008736645841223356
2024-02-05,JPM,strategy,-0.010041437889725002
2024-02-06,JPM,strategy,-0.006637534302255665
2024-02-07,JPM,strategy,-0.004765482382188768
2024-02-08,JPM,strategy,-0.008339485812334568
2024-02-09,JPM,strategy,-0.007148180457609565
2024-02-12,JPM,strategy,-0.0027231575894390847
2024-02-13,JPM,strategy,-0.011403016684444434
2024-02-14,JPM,strategy,-0.0013615787947195424
2024-02-15,JPM,strategy,0.0
2024-02-16,JPM,strategy,-0.004670019029761052
2024-02-20,JPM,strategy,-0.0007783365976199441
2024-02-21,JPM,strategy,0.0
2024-02-22,JPM,strategy,0.0
2024-02-23,JPM,strategy,0.0
2024-02-26,JPM,strategy,-0.003424125665347666
2024-02-27,JPM,strategy,-0.002934988770354696
2024-02-28,JPM,strategy,0.0
2024-02-29,JPM,strategy,0.0
2024-03-01,JPM,strategy,-0.004138473126584774
2024-03-04,JPM,strategy,0.0
2024-03-05,JPM,strategy,0.0
2024-03-06,JPM,strategy,0.0
2024-03-07,JPM,strategy,-0.008758527465362764
2024-03-08,JPM,strategy,-0.006911821918926586
2024-03-11,JPM,strategy,-0.006542528928671021
2024-03-12,JPM,strategy,0.0
2024-03-13,JPM,strategy,0.0
2024-03-14,JPM,strategy,-0.017817972686236194
2024-03-15,JPM,strategy,-0.005643232168189738
2024-03-18,JPM,strategy,0.0
2024-03-19,JPM,strategy,0.0
2024-03-20,JPM,strategy,0.0
2024-03-21,JPM,strategy,0.0
2024-03-22,JPM,strategy,-0.01225762347743542
2024-03-25,JPM,strategy,-0.02130006204722268
2024-03-26,JPM,strategy,-0.016728634281868437
2024-03-27,JPM,strategy,0.0
2024-03-28,JPM,strategy,0.0
2024-04-01,JPM,strategy,-0.006789818666757652
2024-04-02,JPM,strategy,-0.007189228545748327
2024-04-03,JPM,strategy,-0.009985022311764569
2024-04-04,JPM,strategy,-0.01747383497669064
2024-04-05,JPM,strategy,-0.008487299918569002
2024-04-08,JPM,strategy,-0.0033450194190237648
2024-04-09,JPM,strategy,-0.009985068242867157
2024-04-10,JPM,strategy,-0.01837245053941783
2024-04-11,JPM,strategy,-0.018572193421997896
2024-04-12,JPM,strategy,-0.08167753143684309
2024-04-15,JPM,strategy,-0.08117824986693667
2024-04-16,JPM,strategy,-0.09161257971043935
2024-04-17,JPM,strategy,-0.09520719423293911
2024-04-18,JPM,strategy,-0.08936596516707696
2024-04-19,JPM,strategy,-0.06665002393102815
2024-04-22,JPM,strategy,-0.04862705566278647
2024-04-23,JPM,strategy,-0.0349975216750259
2024-04-24,JPM,strategy,-0.030304549206469855
2024-04-25,JPM,strategy,-0.028856754421088704
2024-04-26,JPM,strategy,-0.028257601160266765
2024-04-29,JPM,strategy,-0.029306061952826812
2024-04-30,JPM,strategy,-0.03699449568306068
2024-05-01,JPM,strategy,-0.03639541880765951
2024-05-02,JPM,strategy,-0.037393905562051355
2024-05-03,JPM,strategy,-0.04313533932241864
2024-05-06,JPM,strategy,-0.035696470241342704
2024-05-07,JPM,strategy,-0.03694459803031336
2024-05-08,JPM,strategy,-0.01747383497669064
2024-05-09,JPM,strategy,-0.008237658883990417
2024-05-10,JPM,strategy,-0.0018971482482218471
2024-05-13,JPM,strategy,-0.0020968916300531104
2024-05-14,JPM,strategy,0.0
2024-05-15,JPM,strategy,0.0
2024-05-16,JPM,strategy,0.0
2024-05-17,JPM,strategy,0.0
2024-05-20,JPM,strategy,-0.04472172380127981
2024-05-21,JPM,strategy,-0.02558992508231761
2024-05-22,JPM,strategy,-0.03146545552500024
2024-05-23,JPM,strategy,-0.038214991531710485
2024-05-24,JPM,strategy,-0.01981153118741985
2024-05-28,JPM,strategy,-0.025687061630102592
2024-05-29,JPM,strategy,-0.032436597636812725
2024-05-30,JPM,strategy,-0.026512536066980785
2024-05-31,JPM,strategy,-0.010488435807868957
2024-06-03,JPM,strategy,-0.01442160870459741
2024-06-04,JPM,strategy,-0.0273380100182804
2024-06-05,JPM,strategy,-0.036564043143532454
2024-06-06,JPM,strategy,-0.038263522658859794
2024-06-07,JPM,strategy,-0.023501974154915173
2024-06-10,JPM,strategy,-0.02515292254309298
2024-06-11,JPM,strategy,-0.05064578537111175
2024-06-12,JPM,strategy,-0.06438766112167305
2024-06-13,JPM,strategy,-0.05404481869525235
2024-06-14,JPM,strategy,-0.05346214848109354
2024-06-17,JPM,strategy,-0.04763522345904647
2024-06-18,JPM,strategy,-0.037826520119635276
2024-06-20,JPM,strategy,-0.02971737058903745
2024-06-21,JPM,strategy,-0.041225553443775875
2024-06-24,JPM,strategy,-0.028697623542167983
2024-06-25,JPM,strategy,-0.03263079643889644
2024-06-26,JPM,strategy,-0.03573856870665437
2024-06-27,JPM,strategy,-0.02728947889113087
2024-06-28,JPM,strategy,-0.012285126164467086
2024-07-01,JPM,strategy,0.0
2024-07-02,JPM,strategy,0.0
2024-07-03,JPM,strategy,-0.0006667273016471853
2024-07-05,JPM,strategy,-0.013763255906401262
2024-01-05,JPM,same_stock_buy_and_hold,0.0
2024-01-08,JPM,same_stock_buy_and_hold,-0.0009992504996877427
2024-01-09,JPM,same_stock_buy_and_hold,-0.008897411090077245
2024-01-10,JPM,same_stock_buy_and_hold,-0.006806718959914471
2024-01-11,JPM,same_stock_buy_and_hold,-0.010988103220239909
2024-01-12,JPM,same_stock_buy_and_hold,-0.018247438795523152
2024-01-16,JPM,same_stock_buy_and_hold,-0.024403341425439318
2024-01-17,JPM,same_stock_buy_and_hold,-0.029630116468353118
2024-01-18,JPM,same_stock_buy_and_hold,-0.027713640842288112
2024-01-19,JPM,same_stock_buy_and_hold,-0.010930060476714187
2024-01-22,JPM,same_stock_buy_and_hold,-0.012091536746354103
2024-01-23,JPM,same_stock_buy_and_hold,-0.01859587296521259
2024-01-24,JPM,same_stock_buy_and_hold,-0.009826627531346777
2024-01-25,JPM,same_stock_buy_and_hold,0.0
2024-01-26,JPM,same_stock_buy_and_hold,-0.003816373255699723
2024-01-29,JPM,same_stock_buy_and_hold,-0.0012143326996969517
2024-01-30,JPM,same_stock_buy_and_hold,0.0
2024-01-31,JPM,same_stock_buy_and_hold,-0.010835670581531898
2024-02-01,JPM,same_stock_buy_and_hold,-0.014409760810336736
2024-02-02,JPM,same_stock_buy_and_hold,-0.008736645841223467
2024-02-05,JPM,same_stock_buy_and_hold,-0.010041437889725113
2024-02-06,JPM,same_stock_buy_and_hold,-0.0066375343022558875
2024-02-07,JPM,same_stock_buy_and_hold,-0.004765482382188879
2024-02-08,JPM,same_stock_buy_and_hold,-0.00833948581233468
2024-02-09,JPM,same_stock_buy_and_hold,-0.007148180457609676
2024-02-12,JPM,same_stock_buy_and_hold,-0.0027231575894391957
2024-02-13,JPM,same_stock_buy_and_hold,-0.011403016684444656
2024-02-14,JPM,same_stock_buy_and_hold,-0.0013615787947196534
2024-02-15,JPM,same_stock_buy_and_hold,0.0
2024-02-16,JPM,same_stock_buy_and_hold,-0.004670019029761052
2024-02-20,JPM,same_stock_buy_and_hold,-0.0007783365976197221
2024-02-21,JPM,same_stock_buy_and_hold,0.0
2024-02-22,JPM,same_stock_buy_and_hold,0.0
2024-02-23,JPM,same_stock_buy_and_hold,0.0
2024-02-26,JPM,same_stock_buy_and_hold,-0.003424125665347666
2024-02-27,JPM,same_stock_buy_and_hold,-0.002934988770354696
2024-02-28,JPM,same_stock_buy_and_hold,0.0
2024-02-29,JPM,same_stock_buy_and_hold,0.0
2024-03-01,JPM,same_stock_buy_and_hold,-0.004138473126584774
2024-03-04,JPM,same_stock_buy_and_hold,0.0
2024-03-05,JPM,same_stock_buy_and_hold,0.0
2024-03-06,JPM,same_stock_buy_and_hold,0.0
2024-03-07,JPM,same_stock_buy_and_hold,-0.008758527465362653
2024-03-08,JPM,same_stock_buy_and_hold,-0.006911821918926586
2024-03-11,JPM,same_stock_buy_and_hold,-0.006542528928671021
2024-03-12,JPM,same_stock_buy_and_hold,0.0
2024-03-13,JPM,same_stock_buy_and_hold,0.0
2024-03-14,JPM,same_stock_buy_and_hold,-0.017817972686236305
2024-03-15,JPM,same_stock_buy_and_hold,-0.005643232168189849
2024-03-18,JPM,same_stock_buy_and_hold,0.0
2024-03-19,JPM,same_stock_buy_and_hold,0.0
2024-03-20,JPM,same_stock_buy_and_hold,0.0
2024-03-21,JPM,same_stock_buy_and_hold,0.0
2024-03-22,JPM,same_stock_buy_and_hold,-0.012257623477435309
2024-03-25,JPM,same_stock_buy_and_hold,-0.02130006204722279
2024-03-26,JPM,same_stock_buy_and_hold,-0.016728634281868437
2024-03-27,JPM,same_stock_buy_and_hold,0.0
2024-03-28,JPM,same_stock_buy_and_hold,0.0
2024-04-01,JPM,same_stock_buy_and_hold,-0.006789818666757652
2024-04-02,JPM,same_stock_buy_and_hold,-0.007189228545748327
2024-04-03,JPM,same_stock_buy_and_hold,-0.009985022311764458
2024-04-04,JPM,same_stock_buy_and_hold,-0.017473834976690528
2024-04-05,JPM,same_stock_buy_and_hold,-0.008487299918568891
2024-04-08,JPM,same_stock_buy_and_hold,-0.0033450194190236537
2024-04-09,JPM,same_stock_buy_and_hold,-0.009985068242867157
2024-04-10,JPM,same_stock_buy_and_hold,-0.01837245053941783
2024-04-11,JPM,same_stock_buy_and_hold,-0.018572193421997896
2024-04-12,JPM,same_stock_buy_and_hold,-0.08167753143684298
2024-04-15,JPM,same_stock_buy_and_hold,-0.08117824986693678
2024-04-16,JPM,same_stock_buy_and_hold,-0.09161257971043935
2024-04-17,JPM,same_stock_buy_and_hold,-0.09520719423293911
2024-04-18,JPM,same_stock_buy_and_hold,-0.08936596516707696
2024-04-19,JPM,same_stock_buy_and_hold,-0.06665002393102815
2024-04-22,JPM,same_stock_buy_and_hold,-0.048627055662786356
2024-04-23,JPM,same_stock_buy_and_hold,-0.0349975216750259
2024-04-24,JPM,same_stock_buy_and_hold,-0.030304549206469744
2024-04-25,JPM,same_stock_buy_and_hold,-0.028856754421088593
2024-04-26,JPM,same_stock_buy_and_hold,-0.028257601160266876
2024-04-29,JPM,same_stock_buy_and_hold,-0.029306061952826923
2024-04-30,JPM,same_stock_buy_and_hold,-0.03699449568306068
2024-05-01,JPM,same_stock_buy_and_hold,-0.03639541880765951
2024-05-02,JPM,same_stock_buy_and_hold,-0.037393905562051355
2024-05-03,JPM,same_stock_buy_and_hold,-0.04313533932241853
2024-05-06,JPM,same_stock_buy_and_hold,-0.035696470241342704
2024-05-07,JPM,same_stock_buy_and_hold,-0.03694459803031325
2024-05-08,JPM,same_stock_buy_and_hold,-0.017473834976690528
2024-05-09,JPM,same_stock_buy_and_hold,-0.008237658883990195
2024-05-10,JPM,same_stock_buy_and_hold,-0.0018971482482217361
2024-05-13,JPM,same_stock_buy_and_hold,-0.0020968916300531104
2024-05-14,JPM,same_stock_buy_and_hold,0.0
2024-05-15,JPM,same_stock_buy_and_hold,0.0
2024-05-16,JPM,same_stock_buy_and_hold,0.0
2024-05-17,JPM,same_stock_buy_and_hold,0.0
2024-05-20,JPM,same_stock_buy_and_hold,-0.04472172380127981
2024-05-21,JPM,same_stock_buy_and_hold,-0.02558992508231761
2024-05-22,JPM,same_stock_buy_and_hold,-0.03146545552500024
2024-05-23,JPM,same_stock_buy_and_hold,-0.038214991531710374
2024-05-24,JPM,same_stock_buy_and_hold,-0.01981153118741985
2024-05-28,JPM,same_stock_buy_and_hold,-0.02568706163010248
2024-05-29,JPM,same_stock_buy_and_hold,-0.032436597636812614
2024-05-30,JPM,same_stock_buy_and_hold,-0.026512536066980674
2024-05-31,JPM,same_stock_buy_and_hold,-0.010488435807868957
2024-06-03,JPM,same_stock_buy_and_hold,-0.01442160870459741
2024-06-04,JPM,same_stock_buy_and_hold,-0.0273380100182804
2024-06-05,JPM,same_stock_buy_and_hold,-0.036564043143532454
2024-06-06,JPM,same_stock_buy_and_hold,-0.038263522658859794
2024-06-07,JPM,same_stock_buy_and_hold,-0.023501974154915173
2024-06-10,JPM,same_stock_buy_and_hold,-0.02515292254309298
2024-06-11,JPM,same_stock_buy_and_hold,-0.05064578537111175
2024-06-12,JPM,same_stock_buy_and_hold,-0.06438766112167305
2024-06-13,JPM,same_stock_buy_and_hold,-0.05404481869525235
2024-06-14,JPM,same_stock_buy_and_hold,-0.05346214848109343
2024-06-17,JPM,same_stock_buy_and_hold,-0.04763522345904636
2024-06-18,JPM,same_stock_buy_and_hold,-0.037826520119635276
2024-06-20,JPM,same_stock_buy_and_hold,-0.02971737058903734
2024-06-21,JPM,same_stock_buy_and_hold,-0.041225553443775875
2024-06-24,JPM,same_stock_buy_and_hold,-0.028697623542168094
2024-06-25,JPM,same_stock_buy_and_hold,-0.03263079643889644
2024-06-26,JPM,same_stock_buy_and_hold,-0.03573856870665437
2024-06-27,JPM,same_stock_buy_and_hold,-0.02728947889113087
2024-06-28,JPM,same_stock_buy_and_hold,-0.012285126164466975
2024-07-01,JPM,same_stock_buy_and_hold,0.0
2024-07-02,JPM,same_stock_buy_and_hold,0.0
2024-07-03,JPM,same_stock_buy_and_hold,-0.0006667273016472963
2024-07-05,JPM,same_stock_buy_and_hold,-0.01376325590640115
2024-01-05,SPY,SPY,0.0
2024-01-08,SPY,SPY,0.0
2024-01-09,SPY,SPY,-0.0015170695127387779
2024-01-10,SPY,SPY,0.0
2024-01-11,SPY,SPY,-0.00044064021541367904
2024-01-12,SPY,SPY,0.0
2024-01-16,SPY,SPY,-0.003671226035914965
2024-01-17,SPY,SPY,-0.00920949959559747
2024-01-18,SPY,SPY,-0.0003985954999364827
2024-01-19,SPY,SPY,0.0
2024-01-22,SPY,SPY,0.0
2024-01-23,SPY,SPY,0.0
2024-01-24,SPY,SPY,0.0
2024-01-25,SPY,SPY,0.0
2024-01-26,SPY,SPY,-0.0012704036668329532
2024-01-29,SPY,SPY,0.0
2024-01-30,SPY,SPY,-0.0007734533118407549
2024-01-31,SPY,SPY,-0.01707815312935801
2024-02-01,SPY,SPY,-0.004213521783029139
2024-02-02,SPY,SPY,0.0
2024-02-05,SPY,SPY,-0.0036411819111736854
2024-02-06,SPY,SPY,-0.0007484476493060388
2024-02-07,SPY,SPY,0.0
2024-02-08,SPY,SPY,0.0
2024-02-09,SPY,SPY,0.0
2024-02-12,SPY,SPY,-0.00043894891190110474
2024-02-13,SPY,SPY,-0.014205956557636346
2024-02-14,SPY,SPY,-0.005247415873865902
2024-02-15,SPY,SPY,0.0
2024-02-16,SPY,SPY,-0.0049799803812596855
2024-02-20,SPY,SPY,-0.010457958800645373
2024-02-21,SPY,SPY,-0.009561598785474912
2024-02-22,SPY,SPY,0.0
2024-02-23,SPY,SPY,0.0
2024-02-26,SPY,SPY,-0.003662530033786471
2024-02-27,SPY,SPY,-0.001811584895046292
2024-02-28,SPY,SPY,-0.00313083839894035
2024-02-29,SPY,SPY,0.0
2024-03-01,SPY,SPY,0.0
2024-03-04,SPY,SPY,-0.0010724145971859889
2024-03-05,SPY,SPY,-0.011055831470726862
2024-03-06,SPY,SPY,-0.006044605142806692
2024-03-07,SPY,SPY,0.0
2024-03-08,SPY,SPY,-0.006002207444310015
2024-03-11,SPY,SPY,-0.00685689636265141
2024-03-12,SPY,SPY,0.0
2024-03-13,SPY,SPY,-0.0015675114247299948
2024-03-14,SPY,SPY,-0.0035411916023125878
2024-03-15,SPY,SPY,-0.010362325160385266
2024-03-18,SPY,SPY,-0.004499097813724151
2024-03-19,SPY,SPY,0.0
2024-03-20,SPY,SPY,0.0
2024-03-21,SPY,SPY,0.0
2024-03-22,SPY,SPY,-0.0018900336523669514
2024-03-25,SPY,SPY,-0.004639205497191878
2024-03-26,SPY,SPY,-0.006472025355418132
2024-03-27,SPY,SPY,0.0
2024-03-28,SPY,SPY,-0.00019051499863331767
2024-04-01,SPY,SPY,-0.0019246897809728214
2024-04-02,SPY,SPY,-0.008251228914077813
2024-04-03,SPY,SPY,-0.007165130911024442
2024-04-04,SPY,SPY,-0.019246664562457383
2024-04-05,SPY,SPY,-0.009032596218226163
2024-04-08,SPY,SPY,-0.00848000980440422
2024-04-09,SPY,SPY,-0.007336571085067356
2024-04-10,SPY,SPY,-0.017245792106758473
2024-04-11,SPY,SPY,-0.00985199673848125
2024-04-12,SPY,SPY,-0.023477132052364458
2024-04-15,SPY,SPY,-0.03567305614896055
2024-04-16,SPY,SPY,-0.03742624744407286
2024-04-17,SPY,SPY,-0.0431050009758569
2024-04-18,SPY,SPY,-0.04506778209419282
2024-04-19,SPY,SPY,-0.05337623529148017
2024-04-22,SPY,SPY,-0.0446866358544139
2024-04-23,SPY,SPY,-0.03338635307405524
2024-04-24,SPY,SPY,-0.03384368198856047
2024-04-25,SPY,SPY,-0.037502488430616654
2024-04-26,SPY,SPY,-0.0284126677386195
2024-04-29,SPY,SPY,-0.024982584065633695
2024-04-30,SPY,SPY,-0.04037992737796303
2024-05-01,SPY,SPY,-0.043486089094379676
2024-05-02,SPY,SPY,-0.034567825009499176
2024-05-03,SPY,SPY,-0.0226386568980802
2024-05-06,SPY,SPY,-0.012577012215118977
2024-05-07,SPY,SPY,-0.011490797778991979
2024-05-08,SPY,SPY,-0.011395540279675154
2024-05-09,SPY,SPY,-0.005716844869147253
2024-05-10,SPY,SPY,-0.0044399990013129775
2024-05-13,SPY,SPY,-0.004306708476450871
2024-05-14,SPY,SPY,0.0
2024-05-15,SPY,SPY,0.0
2024-05-16,SPY,SPY,-0.002051332561554431
2024-05-17,SPY,SPY,-0.0006210624922192709
2024-05-20,SPY,SPY,0.0
2024-05-21,SPY,SPY,0.0
2024-05-22,SPY,SPY,-0.0028707270630966564
2024-05-23,SPY,SPY,-0.01013211912437062
2024-05-24,SPY,SPY,-0.0036025237639140117
2024-05-28,SPY,SPY,-0.00290829027302697
2024-05-29,SPY,SPY,-0.009869519835811746
2024-05-30,SPY,SPY,-0.01641789689504991
2024-05-31,SPY,SPY,-0.007486542783731287
2024-06-03,SPY,SPY,-0.006679734119248493
2024-06-04,SPY,SPY,-0.005572648500081101
2024-06-05,SPY,SPY,0.0
2024-06-06,SPY,SPY,-1.8665772182013818e-05
2024-06-07,SPY,SPY,-0.001230684682096972
2024-06-10,SPY,SPY,0.0
2024-06-11,SPY,SPY,0.0
2024-06-12,SPY,SPY,0.0
2024-06-13,SPY,SPY,0.0
2024-06-14,SPY,SPY,0.0
2024-06-17,SPY,SPY,0.0
2024-06-18,SPY,SPY,0.0
2024-06-20,SPY,SPY,-0.0027086545289269903
2024-06-21,SPY,SPY,-0.004037522273044547
2024-06-24,SPY,SPY,-0.0072552425008888255
2024-06-25,SPY,SPY,-0.003455780713647383
2024-06-26,SPY,SPY,-0.002219621370792235
2024-06-27,SPY,SPY,-0.0006562533179985675
2024-06-28,SPY,SPY,-0.004564784614622952
2024-07-01,SPY,SPY,-0.0025286334380696385
2024-07-02,SPY,SPY,0.0
2024-07-03,SPY,SPY,0.0
2024-07-05,SPY,SPY,0.0
2024-01-05,ALL,equal_weight_strategy,0.0
2024-01-08,ALL,equal_weight_strategy,0.0
2024-01-09,ALL,equal_weight_strategy,0.0
2024-01-10,ALL,equal_weight_strategy,0.0
2024-01-11,ALL,equal_weight_strategy,0.0
2024-01-12,ALL,equal_weight_strategy,0.0
2024-01-16,ALL,equal_weight_strategy,0.0
2024-01-17,ALL,equal_weight_strategy,0.0
2024-01-18,ALL,equal_weight_strategy,0.0
2024-01-19,ALL,equal_weight_strategy,0.0
2024-01-22,ALL,equal_weight_strategy,-0.004811576263206496
2024-01-23,ALL,equal_weight_strategy,-0.00217965489872185
2024-01-24,ALL,equal_weight_strategy,-0.0003755427829809088
2024-01-25,ALL,equal_weight_strategy,0.0
2024-01-26,ALL,equal_weight_strategy,0.0
2024-01-29,ALL,equal_weight_strategy,0.0
2024-01-30,ALL,equal_weight_strategy,0.0
2024-01-31,ALL,equal_weight_strategy,-0.01162336795813712
2024-02-01,ALL,equal_weight_strategy,-0.004266914404337574
2024-02-02,ALL,equal_weight_strategy,0.0
2024-02-05,ALL,equal_weight_strategy,-0.0035029629936600415
2024-02-06,ALL,equal_weight_strategy,-0.004760035117471029
2024-02-07,ALL,equal_weight_strategy,-0.0013163231203124903
2024-02-08,ALL,equal_weight_strategy,-0.003906094931329984
2024-02-09,ALL,equal_weight_strategy,0.0
2024-02-12,ALL,equal_weight_strategy,-0.002850858685499169
2024-02-13,ALL,equal_weight_strategy,-0.013226776601843238
2024-02-14,ALL,equal_weight_strategy,-0.00517589633987392
2024-02-15,ALL,equal_weight_strategy,-0.00045449425576293834
2024-02-16,ALL,equal_weight_strategy,-0.002603858557146066
2024-02-20,ALL,equal_weight_strategy,-0.006254994684800841
2024-02-21,ALL,equal_weight_strategy,-0.001008162596402018
2024-02-22,ALL,equal_weight_strategy,0.0
2024-02-23,ALL,equal_weight_strategy,0.0
2024-02-26,ALL,equal_weight_strategy,-0.0016689732871938423
2024-02-27,ALL,equal_weight_strategy,-0.0038866684954277364
2024-02-28,ALL,equal_weight_strategy,-0.0029517037764861254
2024-02-29,ALL,equal_weight_strategy,0.0
2024-03-01,ALL,equal_weight_strategy,0.0
2024-03-04,ALL,equal_weight_strategy,0.0
2024-03-05,ALL,equal_weight_strategy,-0.0034807919631104633
2024-03-06,ALL,equal_weight_strategy,-0.0029207071554794295
2024-03-07,ALL,equal_weight_strategy,0.0
2024-03-08,ALL,equal_weight_strategy,-0.0022796065631187634
2024-03-11,ALL,equal_weight_strategy,-0.00886630878683392
2024-03-12,ALL,equal_weight_strategy,0.0
2024-03-13,ALL,equal_weight_strategy,0.0
2024-03-14,ALL,equal_weight_strategy,-0.0018035952151489454
2024-03-15,ALL,equal_weight_strategy,-0.006149950552851502
2024-03-18,ALL,equal_weight_strategy,-0.0017996068624511752
2024-03-19,ALL,equal_weight_strategy,0.0
2024-03-20,ALL,equal_weight_strategy,0.0
2024-03-21,ALL,equal_weight_strategy,0.0
2024-03-22,ALL,equal_weight_strategy,-0.0029090028409960444
2024-03-25,ALL,equal_weight_strategy,-0.0044569905415867694
2024-03-26,ALL,equal_weight_strategy,-0.0055820523668058675
2024-03-27,ALL,equal_weight_strategy,0.0
2024-03-28,ALL,equal_weight_strategy,0.0
2024-04-01,ALL,equal_weight_strategy,-0.0012479919000666362
2024-04-02,ALL,equal_weight_strategy,-0.0019267512504962392
2024-04-03,ALL,equal_weight_strategy,0.0
2024-04-04,ALL,equal_weight_strategy,-0.007260998030240162
2024-04-05,ALL,equal_weight_strategy,0.0
2024-04-08,ALL,equal_weight_strategy,0.0
2024-04-09,ALL,equal_weight_strategy,-0.0013957451182895486
2024-04-10,ALL,equal_weight_strategy,-0.003781417134605003
2024-04-11,ALL,equal_weight_strategy,0.0
2024-04-12,ALL,equal_weight_strategy,-0.02748416599932868
2024-04-15,ALL,equal_weight_strategy,-0.03209024154004658
2024-04-16,ALL,equal_weight_strategy,-0.03628655006822046
2024-04-17,ALL,equal_weight_strategy,-0.04141994745683475
2024-04-18,ALL,equal_weight_strategy,-0.043313225233497676
2024-04-19,ALL,equal_weight_strategy,-0.0441615205704764
2024-04-22,ALL,equal_weight_strategy,-0.03294913967550095
2024-04-23,ALL,equal_weight_strategy,-0.023815319362652465
2024-04-24,ALL,equal_weight_strategy,-0.027802249993425843
2024-04-25,ALL,equal_weight_strategy,-0.03285949042187686
2024-04-26,ALL,equal_weight_strategy,-0.021321410516724537
2024-04-29,ALL,equal_weight_strategy,-0.019134028370198397
2024-04-30,ALL,equal_weight_strategy,-0.03315411303514382
2024-05-01,ALL,equal_weight_strategy,-0.025329223816780932
2024-05-02,ALL,equal_weight_strategy,-0.01478414839554465
2024-05-03,ALL,equal_weight_strategy,-0.013941573051546197
2024-05-06,ALL,equal_weight_strategy,-0.006615761579659263
2024-05-07,ALL,equal_weight_strategy,-0.006935136922085139
2024-05-08,ALL,equal_weight_strategy,-0.0016178155808678207
2024-05-09,ALL,equal_weight_strategy,0.0
2024-05-10,ALL,equal_weight_strategy,-0.0016363860273167496
2024-05-13,ALL,equal_weight_strategy,-0.003430591749936207
2024-05-14,ALL,equal_weight_strategy,0.0
2024-05-15,ALL,equal_weight_strategy,-0.0010089883127387678
2024-05-16,ALL,equal_weight_strategy,-0.0048524195559706
2024-05-17,ALL,equal_weight_strategy,0.0
2024-05-20,ALL,equal_weight_strategy,-0.018040045748713762
2024-05-21,ALL,equal_weight_strategy,-0.011996842062595992
2024-05-22,ALL,equal_weight_strategy,-0.014116790843844318
2024-05-23,ALL,equal_weight_strategy,-0.02043818212296511
2024-05-24,ALL,equal_weight_strategy,-0.014483070817861377
2024-05-28,ALL,equal_weight_strategy,-0.013920433477960903
2024-05-29,ALL,equal_weight_strategy,-0.016557924293357007
2024-05-30,ALL,equal_weight_strategy,-0.01955928717619715
2024-05-31,ALL,equal_weight_strategy,-0.019321436463267783
2024-06-03,ALL,equal_weight_strategy,-0.017125877304773107
2024-06-04,ALL,equal_weight_strategy,-0.01981405826715421
2024-06-05,ALL,equal_weight_strategy,-0.0194186141195809
2024-06-06,ALL,equal_weight_strategy,-0.012993173343085918
2024-06-07,ALL,equal_weight_strategy,-0.009084347952837413
2024-06-10,ALL,equal_weight_strategy,-0.0044553224323899965
2024-06-11,ALL,equal_weight_strategy,-0.013168396437844954
2024-06-12,ALL,equal_weight_strategy,-0.01868058924408056
2024-06-13,ALL,equal_weight_strategy,-0.020796114319718395
2024-06-14,ALL,equal_weight_strategy,-0.020910781044252147
2024-06-17,ALL,equal_weight_strategy,-0.018090164121017493
2024-06-18,ALL,equal_weight_strategy,-0.016975589460827
2024-06-20,ALL,equal_weight_strategy,-0.007886468878966824
2024-06-21,ALL,equal_weight_strategy,-0.0063350572851850195
2024-06-24,ALL,equal_weight_strategy,-0.008526344914124961
2024-06-25,ALL,equal_weight_strategy,-0.008465554745855974
2024-06-26,ALL,equal_weight_strategy,0.0
2024-06-27,ALL,equal_weight_strategy,0.0
2024-06-28,ALL,equal_weight_strategy,-0.0033224934808316897
2024-07-01,ALL,equal_weight_strategy,0.0
2024-07-02,ALL,equal_weight_strategy,0.0
2024-07-03,ALL,equal_weight_strategy,-0.00462787471563042
2024-07-05,ALL,equal_weight_strategy,-0.0048009963917867715
